paper_id,year,title,for_l2,for_l4
pub.1194881657,2025,A genome-wide analysis of the shared genetic risk architecture of complex neurological and psychiatric disorders,Biomedical and Clinical Sciences,Neurosciences
pub.1194886350,2025,The associations between diet-induced inflammation and health outcomes: a population-based phenome-wide association study,"Agricultural, Veterinary and Food Sciences; Engineering",Chemical Engineering; Food Sciences
pub.1194886804,2025,Role of HLA-DRA-CREB3L4 regulatory axis in the pathogenesis of ovarian endometriosis: Inhibition of CREB3L4 expression by HLA-DRA increases the risk of disease,Biomedical and Clinical Sciences,Immunology; Reproductive Medicine
pub.1194887530,2025,A six-year longitudinal study identifies a statin-independent association between low LDL-cholesterol and risk of type 2 diabetes,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1194887781,2025,Association between choroid plexus volume and cognitive function in older-age bipolar disorder,Biomedical and Clinical Sciences; Psychology,Biological Psychology
pub.1194888664,2025,"Association of sleep and dyslipidemia with migraine incidence in a cohort of 309,475 participants",Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1194888904,2025,Dynamic characteristics of depressive symptoms and risk of all-cause dementia and Alzheimer's disease: Two population-based cohorts and evidence synthesis of longitudinal studies,Health Sciences,Health Services and Systems
pub.1194891604,2025,DiNetxify—a Python package for three‑dimensional disease network analysis based on electronic health record data,Biological Sciences,Bioinformatics and Computational Biology
pub.1194892070,2025,Advancing Human Population Genomics with DNA Foundation Models,Biological Sciences; Health Sciences,Genetics
pub.1194892165,2025,Association of Lipoprotein(a) and Interleukin-6 With Cardiovascular Risk MESA and UK Biobank,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1194893693,2025,"Expanded mosaic chromosomal alterations, frailty, and risks of all-cause and cause-specific mortality among Chinese and the UK adults: evidence from two prospective cohorts",Health Sciences,Epidemiology
pub.1194894792,2025,"Associations between dietary intake of mitochondria-related nutrients with the risk of migraine: a prospective study of 202,656 participants",Biomedical and Clinical Sciences,Nutrition and Dietetics
pub.1194895471,2025,Mitochondrial-related pathogenic genes in varicose veins: A multi-omics Mendelian randomization study,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1194899732,2025,Multiscale modes of functional brain connectivity,Physical Sciences; Psychology,Biological Psychology
pub.1194907376,2025,Cannabis Use and Analgesic Prescribing in UK Primary Care: A Retrospective Cohort Study of Patients with Osteoarthritis,Biomedical and Clinical Sciences; Health Sciences,Pharmacology and Pharmaceutical Sciences
pub.1194918747,2025,Regular use of pharmaceutical opioids and subsequent risk of cancer: a prospective cohort study and Mendelian randomization analysis,Biomedical and Clinical Sciences; Health Sciences,Epidemiology; Oncology and Carcinogenesis; Pharmacology and Pharmaceutical Sciences
pub.1194921991,2025,Ethnic differences in the comparative effectiveness of second‐line type 2 diabetes medications in preventing cardiovascular disease,Biomedical and Clinical Sciences,Clinical Sciences
pub.1194922398,2025,Computationally efficient meta-analysis of gene-based tests using summary statistics in large-scale genetic studies,Biological Sciences,Genetics
pub.1194922642,2025,Estimation and mapping of the missing heritability of human phenotypes,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1194926033,2025,"Endogenous Testosterone, Testosterone Treatment, and Cardiovascular Health Outcomes in Men",Biomedical and Clinical Sciences,Clinical Sciences
pub.1194927614,2025,TLR1‐Regulated Ferroptosis Gene Decreases the Occurrence of Restless Legs Syndrome,Biomedical and Clinical Sciences; Psychology,Biological Psychology; Clinical Sciences; Neurosciences
pub.1194928183,2025,Dissecting the effect of blood colony-stimulating factors and receptors on Alzheimer's disease: the role of myeloid traits and inflammation,Biomedical and Clinical Sciences,Immunology
pub.1194929231,2025,"Risk prediction of early-onset myocardial infarction using plasma proteomics, conventional risk factors, and polygenic risk score",Biomedical and Clinical Sciences,Nutrition and Dietetics
pub.1194930545,2025,Triglyceride glucose related indices predict incident breast cancer risk in a population based cohort study,Biomedical and Clinical Sciences,Oncology and Carcinogenesis
pub.1194930931,2025,Genetic underpinnings and causal effects of brain structure and function on chronic pain intensity,Biological Sciences; Biomedical and Clinical Sciences; Health Sciences,Clinical Sciences; Genetics; Neurosciences
pub.1194931187,2025,Artificial intelligence in presymptomatic neurological diseases: Bridging normal variation and prodromal signatures,Biomedical and Clinical Sciences,Clinical Sciences; Neurosciences
pub.1194931747,2025,Unsupervised machine learning models reveal two distinct post-operative physical activity profiles among joint arthroplasty patients: a United Kingdom biobank cohort study,Biomedical and Clinical Sciences,Clinical Sciences
pub.1194932006,2025,Plasma Protein Fluctuation Trajectories Over 15 Years Before Rheumatoid Arthritis Onset,Biomedical and Clinical Sciences,Immunology
pub.1194932142,2025,Unhealthy lifestyles and low Life’s Essential 8 scores are associated with a higher risk of new-onset low back pain: a prospective cohort study,Biomedical and Clinical Sciences; Health Sciences,Clinical Sciences; Epidemiology
pub.1194932294,2025,"Replacing red and processed meat, poultry, or fish with legumes and the risk of gallbladder diseases in a large British cohort",Biomedical and Clinical Sciences; Health Sciences,Epidemiology
pub.1194932575,2025,A machine-learning framework to characterize functional disease architectures and prioritize disease variants,Biological Sciences; Health Sciences; Information and Computing Sciences,Epidemiology; Genetics; Machine Learning
pub.1194933065,2025,Complement Overactivation as a Causal Driver of Sepsis-Associated Coagulopathy: A Mendelian Randomization Study from the UK Biobank,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1194933414,2025,Metabolic Vulnerability Index and Atherosclerosis Incident: A Prospective Cohort Study From the UK Biobank,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics
pub.1194933562,2025,SLAMF1 as a Risk Biomarker for Nontraumatic SAH: Evidence From a Multiomics Study,Biomedical and Clinical Sciences; Health Sciences,Epidemiology
pub.1194934894,2025,A Residual Approach to Estimate Biological Age from Gompertz Modeling,Biological Sciences,Bioinformatics and Computational Biology
pub.1194934923,2025,A statistical framework to identify gene-gene interactions underlying multiple dichotomous phenotypes from genotype data,Biological Sciences; Health Sciences; Mathematical Sciences,Epidemiology; Genetics; Statistics
pub.1194935007,2025,The different gene-environment interaction pattern in major depressive disorder and generalised anxiety disorder: a comparative study across 36 environments,Biomedical and Clinical Sciences; Health Sciences; Psychology,Biological Psychology; Clinical Sciences; Epidemiology
pub.1194943048,2025,Subcortical diagnostic biomarkers for Dementia: evidence from volumetric alterations of grey matter,Psychology,Biological Psychology
pub.1194944156,2025,Moderate tea consumption and dementia-related neuroimaging markers,Psychology,Biological Psychology
pub.1194944893,2025,A Methodological Framework for Analyzing and Differentiating Daily Physical Activity Across Groups Using Digital Biomarkers from the Frequency Domain,Mathematical Sciences,Unclassified
pub.1194954094,2025,Greenness and its interaction with air pollution in relation to postmenopausal breast cancer risk in UK Biobank,Biomedical and Clinical Sciences; Health Sciences,Health Services and Systems; Oncology and Carcinogenesis
pub.1194955372,2025,"Association of body roundness index with risk of all-cause, cardiovascular disease-cause, and cancer-cause mortality: the role of biological age acceleration",Health Sciences,Epidemiology; Public Health
pub.1194955451,2025,Association of Fatty Liver Disease and the Risk of Nephrolithiasis: Findings From Two Prospective Cohort Studies,Biomedical and Clinical Sciences,Clinical Sciences
pub.1194955536,2025,Comprehensive multiple risk factor control in cancer survivors to mitigate heart failure risk: insights from a prospective cohort study,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1194965886,2025,"Urban park features and cardiovascular disease: a prospective analysis of 377,817 UK biobank participants",Health Sciences,Public Health
pub.1194970189,2025,Secure phasing of private genomes in a trusted execution environment with TX-Phase,Biological Sciences,Genetics
pub.1194970620,2025,Central autonomic nervous tract integrity of the brain is linked to blood pressure,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences
pub.1194970669,2025,MRI-derived Right Ventricular Global Longitudinal Strain Predicts Heart Failure.,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1194988291,2025,Tea intake and risk of allergic diseases: A Mendelian randomization study based on a European population,Biomedical and Clinical Sciences,Clinical Sciences
pub.1194988823,2025,The association between plasma omega-3 fatty acids and suicidal ideation/self-harm in the United Kingdom Biobank,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics; Nutrition and Dietetics
pub.1194991216,2025,Penetrance of pathogenic epilepsy variants is low and shaped by common genetic background,Biomedical and Clinical Sciences,Clinical Sciences; Neurosciences
pub.1194993479,2025,Region-Adapted Representation Learning for Resting-State fMRI,Information and Computing Sciences,Unclassified
pub.1194993760,2025,Machine Learning Models for Screening Steatosis in MASLD: An International Validation Study,Biomedical and Clinical Sciences,Clinical Sciences
pub.1194994404,2025,GWAS for primary angle-closure glaucoma identifies loci related to ocular biometry and morphology,Biological Sciences; Biomedical and Clinical Sciences,Genetics; Ophthalmology and Optometry
pub.1194994535,2025,Association between neuroticism and brain-wide structural outcomes: Mediation by vascular and mental conditions,Psychology,Biological Psychology
pub.1194994572,2025,Cine-CLIP: Reducing Cine-MRI Dimensionality with Temporal Variability for Left Ventricular Ejection Fraction Estimation,Information and Computing Sciences,Unclassified
pub.1194994893,2025,Multi-omics evidence supports PROC as a potential predictor of VTE risk: A Mendelian randomization study,Biomedical and Clinical Sciences,Clinical Sciences
pub.1194996111,2025,Polygenic Risk for Pre‐Eclampsia and the Long‐Term Risk of Incident Hypertension and Cardiovascular Disease: A Population‐Based Cohort Study,Biomedical and Clinical Sciences,Reproductive Medicine
pub.1194997108,2025,Childhood Obesity and Age‐Related Diseases: A Systematic Review and Meta‐Analysis of Mendelian Randomization Evidence,Health Sciences,Epidemiology; Health Services and Systems
pub.1194999097,2025,Proteome-wide Mendelian randomization identifies β-nerve growth factor as a target for endometriosis,Biomedical and Clinical Sciences,Clinical Sciences
pub.1194999817,2025,GM-LDM: Latent Diffusion Guided by Functional Connectivity for Gray-Matter Generation and Biomarker Identification,Information and Computing Sciences,Data Management and Data Science
pub.1194999997,2025,Causal relationship between plasma homocysteine levels and colorectal cancer: A Mendelian randomization study,Biomedical and Clinical Sciences,Clinical Sciences
