community,n_authors,mean_ukb_h_index,median_ukb_papers,female_name_share,modal_for_l2,modal_for_l4,modal_institution,modal_country,author_share,cumulative_author_share,top_topics,top_institutions
1623,2,4.0,5.0,0.0,Biomedical and Clinical Sciences,Nutrition and Dietetics,Nottingham Trent University,United Kingdom,0.002888628912286783,99.5623727197879,Nutrition and Dietetics (100%),Nottingham Trent University (50%); University of Roehampton (50%)
1624,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Epidemiology,Henan University,China,0.002888628912286783,99.56526134870019,Epidemiology (100%),Henan University (50%); Shanghai Normal University (50%)
1625,2,0.0,1.0,0.0,Health Sciences,Epidemiology,Jiaxing University,China,0.002888628912286783,99.56814997761248,Epidemiology (100%),Jiaxing University (50%); Jinan University (50%)
1626,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,South China University of Technology,China,0.002888628912286783,99.57103860652477,Clinical Sciences (100%),South China University of Technology (100%)
1627,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Health Services and Systems,Royal Devon and Exeter Hospital,United Kingdom,0.002888628912286783,99.57392723543705,Health Services and Systems (100%),Royal Devon and Exeter Hospital (100%)
1628,2,1.0,1.0,0.0,Biological Sciences,Genetics,Nippon Medical School,Japan,0.002888628912286783,99.57681586434934,Genetics (100%),Nippon Medical School (50%); Social Insurance Saitama Chuo Hospital (50%)
1629,2,0.0,1.0,0.0,Health Sciences,Epidemiology,First Hospital of Jilin University,China,0.002888628912286783,99.57970449326163,Epidemiology (100%),First Hospital of Jilin University (100%)
1630,2,1.0,1.0,100.0,Biomedical and Clinical Sciences,Reproductive Medicine,University of Toronto,Canada,0.002888628912286783,99.58259312217392,Reproductive Medicine (100%),University of Toronto (50%); Wake Forest University (50%)
1631,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Biological Psychology,Sheng Jing Hospital,China,0.002888628912286783,99.5854817510862,Biological Psychology (100%),Sheng Jing Hospital (100%)
1632,2,1.0,1.0,0.0,Health Sciences,Epidemiology,Chosun University,China,0.002888628912286783,99.5883703799985,Epidemiology (100%),Chosun University (50%); Tongji University (50%)
1633,2,0.0,1.0,0.0,Biological Sciences,Epidemiology,Qilu Hospital of Shandong University,China,0.002888628912286783,99.59125900891078,Epidemiology (100%),Qilu Hospital of Shandong University (100%)
1634,2,7.0,9.0,100.0,Biomedical and Clinical Sciences,Nutrition and Dietetics,Tohoku University,Japan,0.002888628912286783,99.59414763782307,Nutrition and Dietetics (100%),Tohoku University (100%)
1635,2,0.0,1.0,0.0,Health Sciences,Public Health,McMaster University,Canada,0.002888628912286783,99.59703626673536,Public Health (100%),McMaster University (100%)
1636,2,1.0,1.5,0.0,Mathematical Sciences,Genetics,Harvard University,United States,0.002888628912286783,99.59992489564765,Genetics (50%); Statistics (50%),Harvard University (50%); Stanford University (50%)
1637,2,1.0,1.0,0.0,Health Sciences,Epidemiology,Nanjing Drum Tower Hospital,China,0.002888628912286783,99.60281352455993,Epidemiology (100%),Nanjing Drum Tower Hospital (50%); Nanjing University (50%)
1638,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,First Affiliated Hospital of Sun Yat-sen University,China,0.002888628912286783,99.60570215347222,Cardiovascular Medicine and Haematology (100%),First Affiliated Hospital of Sun Yat-sen University (100%)
1639,2,0.0,1.0,0.0,Biological Sciences,Epidemiology,Princeton University,United States,0.002888628912286783,99.60859078238451,Epidemiology (100%),Princeton University (100%)
1640,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Nutrition and Dietetics,Second Affiliated Hospital of Jilin University,China,0.002888628912286783,99.6114794112968,Nutrition and Dietetics (100%),Second Affiliated Hospital of Jilin University (100%)
1641,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Immunology,First Affiliated Hospital of Soochow University,China,0.002888628912286783,99.61436804020909,Immunology (100%),First Affiliated Hospital of Soochow University (50%); Xiamen University (50%)
1642,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Lancaster University,United Kingdom,0.002888628912286783,99.61725666912137,Clinical Sciences (100%),Lancaster University (50%); Teesside University (50%)
1643,2,0.0,1.0,0.0,Health Sciences,Epidemiology,"Department of Andrology, Guilin People’s Hospital, 541002, Guilin, China",China,0.002888628912286783,99.62014529803366,Epidemiology (100%),"Department of Andrology, Guilin People’s Hospital, 541002, Guilin, China (50%); Department of Urology, Guilin People’s Hospital, 541002, Guilin, China (50%)"
1644,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Immunology,Affiliated Hospital of Shandong University of Traditional Chinese Medicine,China,0.002888628912286783,99.62303392694595,Immunology (100%),Affiliated Hospital of Shandong University of Traditional Chinese Medicine (50%); Shandong University of Traditional Chinese Medicine (50%)
1645,2,1.0,1.0,0.0,Biological Sciences,Clinical Sciences,Chengdu Sport University,China,0.002888628912286783,99.62592255585824,Clinical Sciences (100%),"Chengdu Sport University (50%); Department of Trauma Orthopedics, Shenzhen Longhua District People’s Hospital, number38 Jinglong Jianshe Road, Longhua District, 518100, Shenzhen, Guangdong Province, China (50%)"
1646,2,1.0,1.0,0.0,Engineering,Biomedical Engineering,"Department of Computer Science and Engineering, Shri Shankaracharya Institute of Professional Management and Technology, Raipur, (C.G.), India",India,0.002888628912286783,99.62881118477053,Biomedical Engineering (100%),"Department of Computer Science and Engineering, Shri Shankaracharya Institute of Professional Management and Technology, Raipur, (C.G.), India (100%)"
1647,2,0.0,2.0,0.0,Biomedical and Clinical Sciences,Epidemiology,People's Hospital of Xinjiang Uygur Autonomous Region,China,0.002888628912286783,99.63169981368281,Epidemiology (100%),People's Hospital of Xinjiang Uygur Autonomous Region (100%)
1648,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Sechenov University,Russia,0.002888628912286783,99.6345884425951,Clinical Sciences (100%),Sechenov University (100%)
1649,2,1.0,1.0,0.0,Health Sciences,Epidemiology,China Medical University,China,0.002888628912286783,99.63747707150739,Epidemiology (100%),China Medical University (100%)
1650,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics,Changzhi Medical College,China,0.002888628912286783,99.64036570041968,Medical Biochemistry and Metabolomics (100%),Changzhi Medical College (100%)
1651,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Wuxi Fourth People's Hospital,China,0.002888628912286783,99.64325432933197,Clinical Sciences (100%),Wuxi Fourth People's Hospital (50%); Wuxi No.2 People's Hospital (50%)
1652,2,0.0,1.0,0.0,Health Sciences,Epidemiology,First Affiliated Hospital of Guangdong Pharmaceutical University,China,0.002888628912286783,99.64614295824425,Epidemiology (100%),First Affiliated Hospital of Guangdong Pharmaceutical University (100%)
1653,2,0.0,1.0,50.0,Biomedical and Clinical Sciences,Clinical Sciences,University of Strathclyde,United Kingdom,0.002888628912286783,99.64903158715654,Clinical Sciences (100%),University of Strathclyde (100%)
1654,2,1.0,2.0,50.0,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,University of Oxford,United Kingdom,0.002888628912286783,99.65192021606883,Oncology and Carcinogenesis (100%),University of Oxford (100%)
1655,2,1.0,1.5,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Guangdong Provincial People’s Hospital,China,0.002888628912286783,99.65480884498112,Clinical Sciences (100%),Guangdong Provincial People’s Hospital (50%); Third Affiliated Hospital of Nanchang University (50%)
1656,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Applied and Developmental Psychology,Seoul National University Hospital,South Korea,0.002888628912286783,99.6576974738934,Applied and Developmental Psychology (100%),Seoul National University Hospital (100%)
1657,2,1.0,1.0,100.0,Biological Sciences,Genetics,Creighton University,United States,0.002888628912286783,99.6605861028057,Genetics (100%),Creighton University (100%)
1658,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Inserm,France,0.002888628912286783,99.66347473171798,Clinical Sciences (100%),Inserm (50%); Université Paris Cité (50%)
1659,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Stockholm South General Hospital,Sweden,0.002888628912286783,99.66636336063027,Cardiovascular Medicine and Haematology (100%),Stockholm South General Hospital (100%)
1660,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Biological Psychology,Beihua University,China,0.002888628912286783,99.66925198954256,Biological Psychology (100%),Beihua University (100%)
1661,2,1.0,1.0,0.0,Health Sciences,Epidemiology,Sichuan University,China,0.002888628912286783,99.67214061845485,Epidemiology (100%),Sichuan University (100%)
1662,2,0.0,1.0,0.0,Health Sciences,Epidemiology,University of South China,China,0.002888628912286783,99.67502924736714,Epidemiology (100%),University of South China (100%)
1663,2,1.0,1.0,0.0,Information and Computing Sciences,Machine Learning,,,0.002888628912286783,99.67791787627942,Machine Learning (100%),
1664,2,1.0,1.0,0.0,Biological Sciences,Epidemiology,University of Florida,China,0.002888628912286783,99.68080650519171,Epidemiology (100%),University of Florida (50%); Xidian University (50%)
1665,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,First Affiliated Hospital of Dalian Medical University,China,0.002888628912286783,99.683695134104,Clinical Sciences (100%),First Affiliated Hospital of Dalian Medical University (50%); Second Affiliated Hospital of Dalian Medical University (50%)
1666,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,"Department of Radiation Oncology, The First Hospital of Putian City, Putian, Fujian, China",China,0.002888628912286783,99.68658376301629,Clinical Sciences (100%),"Department of Radiation Oncology, The First Hospital of Putian City, Putian, Fujian, China (50%); Fujian Provincial Cancer Hospital (50%)"
1667,2,1.0,1.0,100.0,Biological Sciences,Genetics,Capital Medical University,China,0.002888628912286783,99.68947239192858,Genetics (100%),Capital Medical University (50%); Johns Hopkins University (50%)
1668,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Wuhan General Hospital of Guangzhou,China,0.002888628912286783,99.69236102084086,Cardiovascular Medicine and Haematology (100%),Wuhan General Hospital of Guangzhou (100%)
1669,2,2.0,3.0,50.0,Health Sciences,Public Health,University of Portsmouth,United Kingdom,0.002888628912286783,99.69524964975315,Public Health (100%),University of Portsmouth (50%); University of West London (50%)
1670,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,China-Japan Friendship Hospital,China,0.002888628912286783,99.69813827866544,Clinical Sciences (100%),China-Japan Friendship Hospital (50%); Chinese Academy of Medical Sciences & Peking Union Medical College (50%)
1671,2,0.0,1.0,0.0,Biological Sciences,Biochemistry and Cell Biology,Tianjin University of Traditional Chinese Medicine,China,0.002888628912286783,99.70102690757773,Biochemistry and Cell Biology (100%),Tianjin University of Traditional Chinese Medicine (100%)
1672,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Affiliated Hospital of Xuzhou Medical College,China,0.002888628912286783,99.70391553649002,Clinical Sciences (100%),Affiliated Hospital of Xuzhou Medical College (100%)
1673,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,"Fuwai Hospital, CAMS&PUMC",China,0.002888628912286783,99.7068041654023,Cardiovascular Medicine and Haematology (100%),"Fuwai Hospital, CAMS&PUMC (100%)"
1674,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,"Institute of Basic Medical Sciences, CAMS&PUMC",China,0.002888628912286783,99.70969279431459,Clinical Sciences (100%),"Institute of Basic Medical Sciences, CAMS&PUMC (50%); Xijing Hospital (50%)"
1675,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Yuhuangding Hospital,China,0.002888628912286783,99.71258142322688,Clinical Sciences (100%),Yuhuangding Hospital (100%)
1676,2,1.0,1.0,0.0,Health Sciences,Epidemiology,Tongji Medical College of Huazhong University of Science and Technology,China,0.002888628912286783,99.71547005213917,Epidemiology (100%),Tongji Medical College of Huazhong University of Science and Technology (100%)
1677,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,First Affiliated Hospital of Harbin Medical University,China,0.002888628912286783,99.71835868105146,Cardiovascular Medicine and Haematology (100%),First Affiliated Hospital of Harbin Medical University (100%)
1678,2,1.0,1.0,0.0,Health Sciences,Epidemiology,Shanghai Jiao Tong University,China,0.002888628912286783,99.72124730996374,Epidemiology (100%),Shanghai Jiao Tong University (100%)
1679,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Hainan Medical University,China,0.002888628912286783,99.72413593887603,Clinical Sciences (100%),Hainan Medical University (100%)
1680,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,"Department of Radioactive Interventions, Henan No. 3 Provincial People’s Hospital, Henan, China",China,0.002888628912286783,99.72702456778832,Oncology and Carcinogenesis (100%),"Department of Radioactive Interventions, Henan No. 3 Provincial People’s Hospital, Henan, China (50%); First Affiliated Hospital of Henan University of Traditional Chinese Medicine (50%)"
1681,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Analytical Chemistry,Tianjin Medical University Cancer Institute and Hospital,China,0.002888628912286783,99.72991319670061,Analytical Chemistry (100%),Tianjin Medical University Cancer Institute and Hospital (50%); Tianjin Medical University General Hospital (50%)
1682,2,2.0,2.0,0.0,Biological Sciences,Immunology,Sheng Jing Hospital,China,0.002888628912286783,99.7328018256129,Immunology (100%),Sheng Jing Hospital (100%)
1683,2,2.0,2.0,0.0,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Northwest University,China,0.002888628912286783,99.73569045452518,Oncology and Carcinogenesis (100%),Northwest University (100%)
1684,2,1.0,1.0,0.0,Human Society,Gender Studies,University of Melbourne,Australia,0.002888628912286783,99.73857908343747,Gender Studies (100%),University of Melbourne (50%); University of Toronto (50%)
1685,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Neurosciences,Guangzhou Medical University,China,0.002888628912286783,99.74146771234976,Neurosciences (100%),Guangzhou Medical University (50%); Second Affiliated Hospital of Guangzhou Medical University (50%)
1686,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Nutrition and Dietetics,The Central Hospital of Enshi Tujia and Miao Autonomous Prefecture,China,0.002888628912286783,99.74435634126205,Nutrition and Dietetics (100%),The Central Hospital of Enshi Tujia and Miao Autonomous Prefecture (100%)
